text,label
My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki.  I was not at all interested in any other place and had no time to study for other entrance exams.,anger
Getting separated from my girlfriend.,sadness
"Peter says : ` The Poles were furious that we wanted to show prostitutes in their hotel bar , claiming they never had them . ",anger
My lovely girlfriend double-crossed me and so that I found her chatting with another guy.,anger
"Travellers might get used to jet-lag in the sense that they learn to live with it , or they might find it progressively more irksome as their initial excitement with travel begins to wear thin . ",joy
When I damaged my wristwatch which I liked very much.,anger
Getting a phone call from a very old friend.,joy
 The situation differs in person . ,joy
"When I talked with a teacher yesterday who, to say the least, was rude and unwise and had irrelevant opinions about a friend.",anger
Look out ! ,neutral
I was alone walking in a deserted part of the city and I had some fear that some men would attack me and rob me.,fear
" Yes , a low fever . I feel terrible . Am I dying ? ",sadness
When I realized that I loved someone of the opposite sex.,joy
" Sorry , Becky can ’ t come to the phone right now . ",sadness
 Yes . ,neutral
"Hey , Mary , nice to see you again . I heard you're going back home to the U . S . ",joy
"When I became conscious that men don't wnat anything they don't have a goal. They have: sex, but this isn't important.",sadness
" I know , but it is hard for me to get used to your relatives coming to visit us , and without warning . ",anger
"LAUSANNE , Switzerland --- The IOC is miffed that baseball hasn't opened the sport to professionals for the Olympics .",anger
"One day, when riding on a bicycle path, a car coming from the opposite direction forced me to get off my bike although I had the priority.",anger
I had an accident in which I hurt my eye.  I was afraid of having injured it badly.,fear
When my mother was tremendous on the phone and we talked for hours. She was in a good mood.,joy
I'm in the most painful situation in definition of: damned if I do and damned if I don't #life #love what is #therightthing,fear
 I'm sure you'll have a good time . ,joy
Watching a football game. This reminds me of the time when my father was still alive and when we watched football games on TV together.,sadness
 It is not your mother finding one for you ? ,neutral
"After some friends had come to see me. They had stayed for several days and we had got on very well. When they had left, I had a feeling of emptyness.",sadness
" No , why ? ",neutral
"Playing NOW on Hardest: BYZPO Radio Show Session #17. Tune in, listen and enjoy.",fear
 Ohio . ,neutral
 So what's the problem ? ,neutral
 They weren ’ t supposed to arrest me . ,anger
When boyfriend lied to me.,anger
What happened to originality? Everybody is following the same trend. Nobody wants to step out of the box. is a #bitch!,fear
"The rebels --- who want the government to recognize them as a legitimate force of change --- were miffed that the bill referred them in vague terms , such as `` dissenting groups in Chiapas . ''",anger
I was afraid when my mother left me alone to live in our house for one month.,fear
 How about tomorrow afternoon ? ,joy
"Several years ago my mother died. She had been ill for a long time, but nevertheless her death came unexpectedly. I did not and I still do not want to believe that it is true.",sadness
"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard;  I was very scared till I managed to get him back onboard.",fear
"After having watched a crime show on the TV, I was about to take the dog for a walk. Then, suddenly, there was a man on the porch... (We live some distance away from other people).",fear
Athelstan gasped with excitement and went round to rouse the coroner . ,joy
"He didn't seem offended , he didn't exactly appear contrite . ",anger
Do you want black or white coffee ? ,neutral
A few months a close relative of mine died.  I had never expected this to happen and was sad for a few months.,sadness
"A stranger to the district , coming over a brow of the hill , would have stopped astonished and perhaps a little peeved to see Ploughman 's Lane lying beneath him . ",anger
" Yes , I ’ m the manager here . What can I do for you , Madam ? ",neutral
A female classmate was always late for meetings which were for the homework and not social gatherings.  We were very busy and the deadline was close but we had to waste half an hour or an hour waiting for her as we could do nothing else then.,anger
 Mrs . Thou ? ,neutral
Winning a close volleyball game. (I'm on the intercollegiate team at CAL),joy
I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation.  My sadness was caused by the irreversibility of the decision.,sadness
"` It is that hard , "" he said ominously , and I thought of John Maggovertski 's sadness for a pretty girl who had whored herself to pay for the white powder . ",sadness
"This time Ronni admitted it , feeling a little like a traitor at the confession -- and at the sense of pure delight she felt at Guido 's gesture . ",joy
I am happpy when I get good results in the field of academics or athletics.  ,joy
"Residential workers are faced with youngsters who are not only anxious and resentful about family events , but may also be mistrustful of those who try to help them . ",anger
